2021-11-11 21:31:02,627 p=25093 u=rob n=ansible | PLAY [prepare node and Lab] ***************************************************************************************************************************************************************************
2021-11-11 21:32:24,342 p=25668 u=rob n=p=25668 u=rob | paramiko [PE2] |   File "/Users/rob/.local/share/virtualenvs/vyos-eveng-b9X2mBdh/lib/python3.9/site-packages/paramiko/transport.py", line 2039, in run
2021-11-11 21:32:24,342 p=25669 u=rob n=p=25669 u=rob | paramiko [PE3] |     self._check_banner()
2021-11-11 21:32:24,342 p=25668 u=rob n=p=25668 u=rob | paramiko [PE2] |     self._check_banner()
2021-11-11 21:32:24,342 p=25669 u=rob n=p=25669 u=rob | paramiko [PE3] |   File "/Users/rob/.local/share/virtualenvs/vyos-eveng-b9X2mBdh/lib/python3.9/site-packages/paramiko/transport.py", line 2215, in _check_banner
2021-11-11 21:32:24,343 p=25668 u=rob n=p=25668 u=rob | paramiko [PE2] |   File "/Users/rob/.local/share/virtualenvs/vyos-eveng-b9X2mBdh/lib/python3.9/site-packages/paramiko/transport.py", line 2215, in _check_banner
2021-11-11 21:32:24,343 p=25669 u=rob n=p=25669 u=rob | paramiko [PE3] |     raise SSHException(
2021-11-11 21:32:24,343 p=25668 u=rob n=p=25668 u=rob | paramiko [PE2] |     raise SSHException(
2021-11-11 21:32:24,343 p=25669 u=rob n=p=25669 u=rob | paramiko [PE3] | paramiko.ssh_exception.SSHException: Error reading SSH protocol banner
2021-11-11 21:32:24,343 p=25668 u=rob n=p=25668 u=rob | paramiko [PE2] | paramiko.ssh_exception.SSHException: Error reading SSH protocol banner
2021-11-11 21:32:24,343 p=25669 u=rob n=p=25669 u=rob | paramiko [PE3] | 
2021-11-11 21:32:24,343 p=25668 u=rob n=p=25668 u=rob | paramiko [PE2] | 
2021-11-11 21:32:40,367 p=25667 u=rob n=p=25667 u=rob | paramiko [PE1] | Exception: Error reading SSH protocol banner
2021-11-11 21:32:40,367 p=25667 u=rob n=p=25667 u=rob | paramiko [PE1] | Traceback (most recent call last):
2021-11-11 21:32:40,367 p=25669 u=rob n=p=25669 u=rob | paramiko [PE3] | Exception: Error reading SSH protocol banner
2021-11-11 21:32:40,368 p=25667 u=rob n=p=25667 u=rob | paramiko [PE1] |   File "/Users/rob/.local/share/virtualenvs/vyos-eveng-b9X2mBdh/lib/python3.9/site-packages/paramiko/transport.py", line 2211, in _check_banner
2021-11-11 21:32:40,368 p=25667 u=rob n=p=25667 u=rob | paramiko [PE1] |     buf = self.packetizer.readline(timeout)
2021-11-11 21:32:40,368 p=25669 u=rob n=p=25669 u=rob | paramiko [PE3] | Traceback (most recent call last):
2021-11-11 21:32:40,368 p=25667 u=rob n=p=25667 u=rob | paramiko [PE1] |   File "/Users/rob/.local/share/virtualenvs/vyos-eveng-b9X2mBdh/lib/python3.9/site-packages/paramiko/packet.py", line 380, in readline
2021-11-11 21:32:40,368 p=25669 u=rob n=p=25669 u=rob | paramiko [PE3] |   File "/Users/rob/.local/share/virtualenvs/vyos-eveng-b9X2mBdh/lib/python3.9/site-packages/paramiko/transport.py", line 2211, in _check_banner
2021-11-11 21:32:40,368 p=25667 u=rob n=p=25667 u=rob | paramiko [PE1] |     buf += self._read_timeout(timeout)
2021-11-11 21:32:40,368 p=25669 u=rob n=p=25669 u=rob | paramiko [PE3] |     buf = self.packetizer.readline(timeout)
2021-11-11 21:32:40,368 p=25667 u=rob n=p=25667 u=rob | paramiko [PE1] |   File "/Users/rob/.local/share/virtualenvs/vyos-eveng-b9X2mBdh/lib/python3.9/site-packages/paramiko/packet.py", line 622, in _read_timeout
2021-11-11 21:32:40,368 p=25669 u=rob n=p=25669 u=rob | paramiko [PE3] |   File "/Users/rob/.local/share/virtualenvs/vyos-eveng-b9X2mBdh/lib/python3.9/site-packages/paramiko/packet.py", line 380, in readline
2021-11-11 21:32:40,368 p=25667 u=rob n=p=25667 u=rob | paramiko [PE1] |     raise socket.timeout()
2021-11-11 21:32:40,368 p=25669 u=rob n=p=25669 u=rob | paramiko [PE3] |     buf += self._read_timeout(timeout)
2021-11-11 21:32:40,368 p=25667 u=rob n=p=25667 u=rob | paramiko [PE1] | socket.timeout
2021-11-11 21:32:40,369 p=25669 u=rob n=p=25669 u=rob | paramiko [PE3] |   File "/Users/rob/.local/share/virtualenvs/vyos-eveng-b9X2mBdh/lib/python3.9/site-packages/paramiko/packet.py", line 622, in _read_timeout
2021-11-11 21:32:40,369 p=25667 u=rob n=p=25667 u=rob | paramiko [PE1] | 
2021-11-11 21:32:40,369 p=25669 u=rob n=p=25669 u=rob | paramiko [PE3] |     raise socket.timeout()
2021-11-11 21:32:40,369 p=25667 u=rob n=p=25667 u=rob | paramiko [PE1] | During handling of the above exception, another exception occurred:
2021-11-11 21:32:40,369 p=25669 u=rob n=p=25669 u=rob | paramiko [PE3] | socket.timeout
2021-11-11 21:32:40,369 p=25667 u=rob n=p=25667 u=rob | paramiko [PE1] | 
2021-11-11 21:32:40,369 p=25669 u=rob n=p=25669 u=rob | paramiko [PE3] | 
2021-11-11 21:32:40,369 p=25667 u=rob n=p=25667 u=rob | paramiko [PE1] | Traceback (most recent call last):
2021-11-11 21:32:40,369 p=25669 u=rob n=p=25669 u=rob | paramiko [PE3] | During handling of the above exception, another exception occurred:
2021-11-11 21:32:40,369 p=25667 u=rob n=p=25667 u=rob | paramiko [PE1] |   File "/Users/rob/.local/share/virtualenvs/vyos-eveng-b9X2mBdh/lib/python3.9/site-packages/paramiko/transport.py", line 2039, in run
2021-11-11 21:32:40,369 p=25669 u=rob n=p=25669 u=rob | paramiko [PE3] | 
2021-11-11 21:32:40,369 p=25667 u=rob n=p=25667 u=rob | paramiko [PE1] |     self._check_banner()
2021-11-11 21:32:40,369 p=25669 u=rob n=p=25669 u=rob | paramiko [PE3] | Traceback (most recent call last):
2021-11-11 21:32:40,370 p=25667 u=rob n=p=25667 u=rob | paramiko [PE1] |   File "/Users/rob/.local/share/virtualenvs/vyos-eveng-b9X2mBdh/lib/python3.9/site-packages/paramiko/transport.py", line 2215, in _check_banner
2021-11-11 21:32:40,370 p=25669 u=rob n=p=25669 u=rob | paramiko [PE3] |   File "/Users/rob/.local/share/virtualenvs/vyos-eveng-b9X2mBdh/lib/python3.9/site-packages/paramiko/transport.py", line 2039, in run
2021-11-11 21:32:40,370 p=25667 u=rob n=p=25667 u=rob | paramiko [PE1] |     raise SSHException(
2021-11-11 21:32:40,370 p=25669 u=rob n=p=25669 u=rob | paramiko [PE3] |     self._check_banner()
2021-11-11 21:32:40,370 p=25667 u=rob n=p=25667 u=rob | paramiko [PE1] | paramiko.ssh_exception.SSHException: Error reading SSH protocol banner
2021-11-11 21:32:40,370 p=25669 u=rob n=p=25669 u=rob | paramiko [PE3] |   File "/Users/rob/.local/share/virtualenvs/vyos-eveng-b9X2mBdh/lib/python3.9/site-packages/paramiko/transport.py", line 2215, in _check_banner
2021-11-11 21:32:40,370 p=25667 u=rob n=p=25667 u=rob | paramiko [PE1] | 
2021-11-11 21:32:40,370 p=25669 u=rob n=p=25669 u=rob | paramiko [PE3] |     raise SSHException(
2021-11-11 21:32:40,370 p=25669 u=rob n=p=25669 u=rob | paramiko [PE3] | paramiko.ssh_exception.SSHException: Error reading SSH protocol banner
2021-11-11 21:32:40,370 p=25669 u=rob n=p=25669 u=rob | paramiko [PE3] | 
2021-11-11 21:32:40,382 p=25668 u=rob n=p=25668 u=rob | paramiko [PE2] | Exception: Error reading SSH protocol banner
2021-11-11 21:32:40,383 p=25668 u=rob n=p=25668 u=rob | paramiko [PE2] | Traceback (most recent call last):
2021-11-11 21:32:40,383 p=25668 u=rob n=p=25668 u=rob | paramiko [PE2] |   File "/Users/rob/.local/share/virtualenvs/vyos-eveng-b9X2mBdh/lib/python3.9/site-packages/paramiko/transport.py", line 2211, in _check_banner
2021-11-11 21:32:40,383 p=25668 u=rob n=p=25668 u=rob | paramiko [PE2] |     buf = self.packetizer.readline(timeout)
2021-11-11 21:32:40,383 p=25668 u=rob n=p=25668 u=rob | paramiko [PE2] |   File "/Users/rob/.local/share/virtualenvs/vyos-eveng-b9X2mBdh/lib/python3.9/site-packages/paramiko/packet.py", line 380, in readline
2021-11-11 21:32:40,383 p=25668 u=rob n=p=25668 u=rob | paramiko [PE2] |     buf += self._read_timeout(timeout)
2021-11-11 21:32:40,384 p=25668 u=rob n=p=25668 u=rob | paramiko [PE2] |   File "/Users/rob/.local/share/virtualenvs/vyos-eveng-b9X2mBdh/lib/python3.9/site-packages/paramiko/packet.py", line 622, in _read_timeout
2021-11-11 21:32:40,384 p=25668 u=rob n=p=25668 u=rob | paramiko [PE2] |     raise socket.timeout()
2021-11-11 21:32:40,384 p=25668 u=rob n=p=25668 u=rob | paramiko [PE2] | socket.timeout
2021-11-11 21:32:40,384 p=25668 u=rob n=p=25668 u=rob | paramiko [PE2] | 
2021-11-11 21:32:40,384 p=25668 u=rob n=p=25668 u=rob | paramiko [PE2] | During handling of the above exception, another exception occurred:
2021-11-11 21:32:40,384 p=25668 u=rob n=p=25668 u=rob | paramiko [PE2] | 
2021-11-11 21:32:40,384 p=25668 u=rob n=p=25668 u=rob | paramiko [PE2] | Traceback (most recent call last):
2021-11-11 21:32:40,385 p=25668 u=rob n=p=25668 u=rob | paramiko [PE2] |   File "/Users/rob/.local/share/virtualenvs/vyos-eveng-b9X2mBdh/lib/python3.9/site-packages/paramiko/transport.py", line 2039, in run
2021-11-11 21:32:40,385 p=25668 u=rob n=p=25668 u=rob | paramiko [PE2] |     self._check_banner()
2021-11-11 21:32:40,385 p=25668 u=rob n=p=25668 u=rob | paramiko [PE2] |   File "/Users/rob/.local/share/virtualenvs/vyos-eveng-b9X2mBdh/lib/python3.9/site-packages/paramiko/transport.py", line 2215, in _check_banner
2021-11-11 21:32:40,385 p=25668 u=rob n=p=25668 u=rob | paramiko [PE2] |     raise SSHException(
2021-11-11 21:32:40,385 p=25668 u=rob n=p=25668 u=rob | paramiko [PE2] | paramiko.ssh_exception.SSHException: Error reading SSH protocol banner
2021-11-11 21:32:40,385 p=25668 u=rob n=p=25668 u=rob | paramiko [PE2] | 
2021-11-11 21:32:56,407 p=25667 u=rob n=p=25667 u=rob | paramiko [PE1] | Exception: Error reading SSH protocol banner
2021-11-11 21:32:56,409 p=25667 u=rob n=p=25667 u=rob | paramiko [PE1] | Traceback (most recent call last):
2021-11-11 21:32:56,409 p=25667 u=rob n=p=25667 u=rob | paramiko [PE1] |   File "/Users/rob/.local/share/virtualenvs/vyos-eveng-b9X2mBdh/lib/python3.9/site-packages/paramiko/transport.py", line 2211, in _check_banner
2021-11-11 21:32:56,409 p=25667 u=rob n=p=25667 u=rob | paramiko [PE1] |     buf = self.packetizer.readline(timeout)
2021-11-11 21:32:56,410 p=25667 u=rob n=p=25667 u=rob | paramiko [PE1] |   File "/Users/rob/.local/share/virtualenvs/vyos-eveng-b9X2mBdh/lib/python3.9/site-packages/paramiko/packet.py", line 380, in readline
2021-11-11 21:32:56,410 p=25667 u=rob n=p=25667 u=rob | paramiko [PE1] |     buf += self._read_timeout(timeout)
2021-11-11 21:32:56,410 p=25667 u=rob n=p=25667 u=rob | paramiko [PE1] |   File "/Users/rob/.local/share/virtualenvs/vyos-eveng-b9X2mBdh/lib/python3.9/site-packages/paramiko/packet.py", line 622, in _read_timeout
2021-11-11 21:32:56,410 p=25667 u=rob n=p=25667 u=rob | paramiko [PE1] |     raise socket.timeout()
2021-11-11 21:32:56,410 p=25667 u=rob n=p=25667 u=rob | paramiko [PE1] | socket.timeout
2021-11-11 21:32:56,410 p=25667 u=rob n=p=25667 u=rob | paramiko [PE1] | 
2021-11-11 21:32:56,411 p=25667 u=rob n=p=25667 u=rob | paramiko [PE1] | During handling of the above exception, another exception occurred:
2021-11-11 21:32:56,411 p=25667 u=rob n=p=25667 u=rob | paramiko [PE1] | 
2021-11-11 21:32:56,411 p=25667 u=rob n=p=25667 u=rob | paramiko [PE1] | Traceback (most recent call last):
2021-11-11 21:32:56,411 p=25667 u=rob n=p=25667 u=rob | paramiko [PE1] |   File "/Users/rob/.local/share/virtualenvs/vyos-eveng-b9X2mBdh/lib/python3.9/site-packages/paramiko/transport.py", line 2039, in run
2021-11-11 21:32:56,411 p=25667 u=rob n=p=25667 u=rob | paramiko [PE1] |     self._check_banner()
2021-11-11 21:32:56,411 p=25667 u=rob n=p=25667 u=rob | paramiko [PE1] |   File "/Users/rob/.local/share/virtualenvs/vyos-eveng-b9X2mBdh/lib/python3.9/site-packages/paramiko/transport.py", line 2215, in _check_banner
2021-11-11 21:32:56,411 p=25667 u=rob n=p=25667 u=rob | paramiko [PE1] |     raise SSHException(
2021-11-11 21:32:56,412 p=25667 u=rob n=p=25667 u=rob | paramiko [PE1] | paramiko.ssh_exception.SSHException: Error reading SSH protocol banner
2021-11-11 21:32:56,412 p=25667 u=rob n=p=25667 u=rob | paramiko [PE1] | 
2021-11-11 21:32:56,416 p=25669 u=rob n=p=25669 u=rob | paramiko [PE3] | Exception: Error reading SSH protocol banner
2021-11-11 21:32:56,417 p=25669 u=rob n=p=25669 u=rob | paramiko [PE3] | Traceback (most recent call last):
2021-11-11 21:32:56,417 p=25669 u=rob n=p=25669 u=rob | paramiko [PE3] |   File "/Users/rob/.local/share/virtualenvs/vyos-eveng-b9X2mBdh/lib/python3.9/site-packages/paramiko/transport.py", line 2211, in _check_banner
2021-11-11 21:32:56,417 p=25669 u=rob n=p=25669 u=rob | paramiko [PE3] |     buf = self.packetizer.readline(timeout)
2021-11-11 21:32:56,417 p=25669 u=rob n=p=25669 u=rob | paramiko [PE3] |   File "/Users/rob/.local/share/virtualenvs/vyos-eveng-b9X2mBdh/lib/python3.9/site-packages/paramiko/packet.py", line 380, in readline
2021-11-11 21:32:56,417 p=25669 u=rob n=p=25669 u=rob | paramiko [PE3] |     buf += self._read_timeout(timeout)
2021-11-11 21:32:56,417 p=25669 u=rob n=p=25669 u=rob | paramiko [PE3] |   File "/Users/rob/.local/share/virtualenvs/vyos-eveng-b9X2mBdh/lib/python3.9/site-packages/paramiko/packet.py", line 622, in _read_timeout
2021-11-11 21:32:56,417 p=25669 u=rob n=p=25669 u=rob | paramiko [PE3] |     raise socket.timeout()
2021-11-11 21:32:56,418 p=25669 u=rob n=p=25669 u=rob | paramiko [PE3] | socket.timeout
2021-11-11 21:32:56,418 p=25669 u=rob n=p=25669 u=rob | paramiko [PE3] | 
2021-11-11 21:32:56,418 p=25669 u=rob n=p=25669 u=rob | paramiko [PE3] | During handling of the above exception, another exception occurred:
2021-11-11 21:32:56,418 p=25669 u=rob n=p=25669 u=rob | paramiko [PE3] | 
2021-11-11 21:32:56,418 p=25669 u=rob n=p=25669 u=rob | paramiko [PE3] | Traceback (most recent call last):
2021-11-11 21:32:56,418 p=25669 u=rob n=p=25669 u=rob | paramiko [PE3] |   File "/Users/rob/.local/share/virtualenvs/vyos-eveng-b9X2mBdh/lib/python3.9/site-packages/paramiko/transport.py", line 2039, in run
2021-11-11 21:32:56,418 p=25669 u=rob n=p=25669 u=rob | paramiko [PE3] |     self._check_banner()
2021-11-11 21:32:56,418 p=25669 u=rob n=p=25669 u=rob | paramiko [PE3] |   File "/Users/rob/.local/share/virtualenvs/vyos-eveng-b9X2mBdh/lib/python3.9/site-packages/paramiko/transport.py", line 2215, in _check_banner
2021-11-11 21:32:56,419 p=25669 u=rob n=p=25669 u=rob | paramiko [PE3] |     raise SSHException(
2021-11-11 21:32:56,419 p=25669 u=rob n=p=25669 u=rob | paramiko [PE3] | paramiko.ssh_exception.SSHException: Error reading SSH protocol banner
2021-11-11 21:32:56,419 p=25669 u=rob n=p=25669 u=rob | paramiko [PE3] | 
2021-11-11 21:32:56,431 p=25668 u=rob n=p=25668 u=rob | paramiko [PE2] | Exception: Error reading SSH protocol banner
2021-11-11 21:32:56,431 p=25668 u=rob n=p=25668 u=rob | paramiko [PE2] | Traceback (most recent call last):
2021-11-11 21:32:56,431 p=25668 u=rob n=p=25668 u=rob | paramiko [PE2] |   File "/Users/rob/.local/share/virtualenvs/vyos-eveng-b9X2mBdh/lib/python3.9/site-packages/paramiko/transport.py", line 2211, in _check_banner
2021-11-11 21:32:56,432 p=25668 u=rob n=p=25668 u=rob | paramiko [PE2] |     buf = self.packetizer.readline(timeout)
2021-11-11 21:32:56,432 p=25668 u=rob n=p=25668 u=rob | paramiko [PE2] |   File "/Users/rob/.local/share/virtualenvs/vyos-eveng-b9X2mBdh/lib/python3.9/site-packages/paramiko/packet.py", line 380, in readline
2021-11-11 21:32:56,432 p=25668 u=rob n=p=25668 u=rob | paramiko [PE2] |     buf += self._read_timeout(timeout)
2021-11-11 21:32:56,432 p=25668 u=rob n=p=25668 u=rob | paramiko [PE2] |   File "/Users/rob/.local/share/virtualenvs/vyos-eveng-b9X2mBdh/lib/python3.9/site-packages/paramiko/packet.py", line 622, in _read_timeout
2021-11-11 21:32:56,432 p=25668 u=rob n=p=25668 u=rob | paramiko [PE2] |     raise socket.timeout()
2021-11-11 21:32:56,432 p=25668 u=rob n=p=25668 u=rob | paramiko [PE2] | socket.timeout
2021-11-11 21:32:56,432 p=25668 u=rob n=p=25668 u=rob | paramiko [PE2] | 
2021-11-11 21:32:56,432 p=25668 u=rob n=p=25668 u=rob | paramiko [PE2] | During handling of the above exception, another exception occurred:
2021-11-11 21:32:56,433 p=25668 u=rob n=p=25668 u=rob | paramiko [PE2] | 
2021-11-11 21:32:56,433 p=25668 u=rob n=p=25668 u=rob | paramiko [PE2] | Traceback (most recent call last):
2021-11-11 21:32:56,433 p=25668 u=rob n=p=25668 u=rob | paramiko [PE2] |   File "/Users/rob/.local/share/virtualenvs/vyos-eveng-b9X2mBdh/lib/python3.9/site-packages/paramiko/transport.py", line 2039, in run
2021-11-11 21:32:56,433 p=25668 u=rob n=p=25668 u=rob | paramiko [PE2] |     self._check_banner()
2021-11-11 21:32:56,433 p=25668 u=rob n=p=25668 u=rob | paramiko [PE2] |   File "/Users/rob/.local/share/virtualenvs/vyos-eveng-b9X2mBdh/lib/python3.9/site-packages/paramiko/transport.py", line 2215, in _check_banner
2021-11-11 21:32:56,433 p=25668 u=rob n=p=25668 u=rob | paramiko [PE2] |     raise SSHException(
2021-11-11 21:32:56,433 p=25668 u=rob n=p=25668 u=rob | paramiko [PE2] | paramiko.ssh_exception.SSHException: Error reading SSH protocol banner
2021-11-11 21:32:56,434 p=25668 u=rob n=p=25668 u=rob | paramiko [PE2] | 
2021-11-11 21:33:08,654 p=25679 u=rob n=ansible | persistent connection idle timeout triggered, timeout value is 60 secs.
See the timeout setting options in the Network Debug and Troubleshooting Guide.
2021-11-11 21:33:08,654 p=25681 u=rob n=ansible | persistent connection idle timeout triggered, timeout value is 60 secs.
See the timeout setting options in the Network Debug and Troubleshooting Guide.
2021-11-11 21:33:08,654 p=25680 u=rob n=ansible | persistent connection idle timeout triggered, timeout value is 60 secs.
See the timeout setting options in the Network Debug and Troubleshooting Guide.
2021-11-11 21:33:08,759 p=25680 u=rob n=ansible | shutdown complete
2021-11-11 21:33:08,759 p=25679 u=rob n=ansible | shutdown complete
2021-11-11 21:33:08,759 p=25681 u=rob n=ansible | shutdown complete
2021-11-11 21:33:12,436 p=25669 u=rob n=p=25669 u=rob | paramiko [PE3] | Exception: Error reading SSH protocol banner
2021-11-11 21:33:12,437 p=25669 u=rob n=p=25669 u=rob | paramiko [PE3] | Traceback (most recent call last):
2021-11-11 21:33:12,437 p=25669 u=rob n=p=25669 u=rob | paramiko [PE3] |   File "/Users/rob/.local/share/virtualenvs/vyos-eveng-b9X2mBdh/lib/python3.9/site-packages/paramiko/transport.py", line 2211, in _check_banner
2021-11-11 21:33:12,438 p=25669 u=rob n=p=25669 u=rob | paramiko [PE3] |     buf = self.packetizer.readline(timeout)
2021-11-11 21:33:12,438 p=25669 u=rob n=p=25669 u=rob | paramiko [PE3] |   File "/Users/rob/.local/share/virtualenvs/vyos-eveng-b9X2mBdh/lib/python3.9/site-packages/paramiko/packet.py", line 380, in readline
2021-11-11 21:33:12,438 p=25669 u=rob n=p=25669 u=rob | paramiko [PE3] |     buf += self._read_timeout(timeout)
2021-11-11 21:33:12,438 p=25669 u=rob n=p=25669 u=rob | paramiko [PE3] |   File "/Users/rob/.local/share/virtualenvs/vyos-eveng-b9X2mBdh/lib/python3.9/site-packages/paramiko/packet.py", line 622, in _read_timeout
2021-11-11 21:33:12,439 p=25669 u=rob n=p=25669 u=rob | paramiko [PE3] |     raise socket.timeout()
2021-11-11 21:33:12,439 p=25669 u=rob n=p=25669 u=rob | paramiko [PE3] | socket.timeout
2021-11-11 21:33:12,439 p=25669 u=rob n=p=25669 u=rob | paramiko [PE3] | 
2021-11-11 21:33:12,439 p=25669 u=rob n=p=25669 u=rob | paramiko [PE3] | During handling of the above exception, another exception occurred:
2021-11-11 21:33:12,439 p=25669 u=rob n=p=25669 u=rob | paramiko [PE3] | 
2021-11-11 21:33:12,440 p=25669 u=rob n=p=25669 u=rob | paramiko [PE3] | Traceback (most recent call last):
2021-11-11 21:33:12,440 p=25669 u=rob n=p=25669 u=rob | paramiko [PE3] |   File "/Users/rob/.local/share/virtualenvs/vyos-eveng-b9X2mBdh/lib/python3.9/site-packages/paramiko/transport.py", line 2039, in run
2021-11-11 21:33:12,440 p=25669 u=rob n=p=25669 u=rob | paramiko [PE3] |     self._check_banner()
2021-11-11 21:33:12,440 p=25669 u=rob n=p=25669 u=rob | paramiko [PE3] |   File "/Users/rob/.local/share/virtualenvs/vyos-eveng-b9X2mBdh/lib/python3.9/site-packages/paramiko/transport.py", line 2215, in _check_banner
2021-11-11 21:33:12,440 p=25669 u=rob n=p=25669 u=rob | paramiko [PE3] |     raise SSHException(
2021-11-11 21:33:12,440 p=25669 u=rob n=p=25669 u=rob | paramiko [PE3] | paramiko.ssh_exception.SSHException: Error reading SSH protocol banner
2021-11-11 21:33:12,441 p=25669 u=rob n=p=25669 u=rob | paramiko [PE3] | 
2021-11-11 21:33:12,449 p=25667 u=rob n=p=25667 u=rob | paramiko [PE1] | Exception: Error reading SSH protocol banner
2021-11-11 21:33:12,450 p=25667 u=rob n=p=25667 u=rob | paramiko [PE1] | Traceback (most recent call last):
2021-11-11 21:33:12,450 p=25667 u=rob n=p=25667 u=rob | paramiko [PE1] |   File "/Users/rob/.local/share/virtualenvs/vyos-eveng-b9X2mBdh/lib/python3.9/site-packages/paramiko/transport.py", line 2211, in _check_banner
2021-11-11 21:33:12,450 p=25667 u=rob n=p=25667 u=rob | paramiko [PE1] |     buf = self.packetizer.readline(timeout)
2021-11-11 21:33:12,450 p=25667 u=rob n=p=25667 u=rob | paramiko [PE1] |   File "/Users/rob/.local/share/virtualenvs/vyos-eveng-b9X2mBdh/lib/python3.9/site-packages/paramiko/packet.py", line 380, in readline
2021-11-11 21:33:12,450 p=25667 u=rob n=p=25667 u=rob | paramiko [PE1] |     buf += self._read_timeout(timeout)
2021-11-11 21:33:12,451 p=25667 u=rob n=p=25667 u=rob | paramiko [PE1] |   File "/Users/rob/.local/share/virtualenvs/vyos-eveng-b9X2mBdh/lib/python3.9/site-packages/paramiko/packet.py", line 622, in _read_timeout
2021-11-11 21:33:12,451 p=25667 u=rob n=p=25667 u=rob | paramiko [PE1] |     raise socket.timeout()
2021-11-11 21:33:12,451 p=25667 u=rob n=p=25667 u=rob | paramiko [PE1] | socket.timeout
2021-11-11 21:33:12,451 p=25667 u=rob n=p=25667 u=rob | paramiko [PE1] | 
2021-11-11 21:33:12,451 p=25667 u=rob n=p=25667 u=rob | paramiko [PE1] | During handling of the above exception, another exception occurred:
2021-11-11 21:33:12,451 p=25667 u=rob n=p=25667 u=rob | paramiko [PE1] | 
2021-11-11 21:33:12,452 p=25667 u=rob n=p=25667 u=rob | paramiko [PE1] | Traceback (most recent call last):
2021-11-11 21:33:12,452 p=25667 u=rob n=p=25667 u=rob | paramiko [PE1] |   File "/Users/rob/.local/share/virtualenvs/vyos-eveng-b9X2mBdh/lib/python3.9/site-packages/paramiko/transport.py", line 2039, in run
2021-11-11 21:33:12,452 p=25667 u=rob n=p=25667 u=rob | paramiko [PE1] |     self._check_banner()
2021-11-11 21:33:12,452 p=25667 u=rob n=p=25667 u=rob | paramiko [PE1] |   File "/Users/rob/.local/share/virtualenvs/vyos-eveng-b9X2mBdh/lib/python3.9/site-packages/paramiko/transport.py", line 2215, in _check_banner
2021-11-11 21:33:12,452 p=25667 u=rob n=p=25667 u=rob | paramiko [PE1] |     raise SSHException(
2021-11-11 21:33:12,452 p=25667 u=rob n=p=25667 u=rob | paramiko [PE1] | paramiko.ssh_exception.SSHException: Error reading SSH protocol banner
2021-11-11 21:33:12,453 p=25667 u=rob n=p=25667 u=rob | paramiko [PE1] | 
2021-11-11 21:33:12,470 p=25668 u=rob n=p=25668 u=rob | paramiko [PE2] | Exception: Error reading SSH protocol banner
2021-11-11 21:33:12,470 p=25668 u=rob n=p=25668 u=rob | paramiko [PE2] | Traceback (most recent call last):
2021-11-11 21:33:12,471 p=25668 u=rob n=p=25668 u=rob | paramiko [PE2] |   File "/Users/rob/.local/share/virtualenvs/vyos-eveng-b9X2mBdh/lib/python3.9/site-packages/paramiko/transport.py", line 2211, in _check_banner
2021-11-11 21:33:12,471 p=25668 u=rob n=p=25668 u=rob | paramiko [PE2] |     buf = self.packetizer.readline(timeout)
2021-11-11 21:33:12,471 p=25668 u=rob n=p=25668 u=rob | paramiko [PE2] |   File "/Users/rob/.local/share/virtualenvs/vyos-eveng-b9X2mBdh/lib/python3.9/site-packages/paramiko/packet.py", line 380, in readline
2021-11-11 21:33:12,471 p=25668 u=rob n=p=25668 u=rob | paramiko [PE2] |     buf += self._read_timeout(timeout)
2021-11-11 21:33:12,471 p=25668 u=rob n=p=25668 u=rob | paramiko [PE2] |   File "/Users/rob/.local/share/virtualenvs/vyos-eveng-b9X2mBdh/lib/python3.9/site-packages/paramiko/packet.py", line 622, in _read_timeout
2021-11-11 21:33:12,472 p=25668 u=rob n=p=25668 u=rob | paramiko [PE2] |     raise socket.timeout()
2021-11-11 21:33:12,472 p=25668 u=rob n=p=25668 u=rob | paramiko [PE2] | socket.timeout
2021-11-11 21:33:12,473 p=25668 u=rob n=p=25668 u=rob | paramiko [PE2] | 
2021-11-11 21:33:12,474 p=25668 u=rob n=p=25668 u=rob | paramiko [PE2] | During handling of the above exception, another exception occurred:
2021-11-11 21:33:12,474 p=25668 u=rob n=p=25668 u=rob | paramiko [PE2] | 
2021-11-11 21:33:12,474 p=25668 u=rob n=p=25668 u=rob | paramiko [PE2] | Traceback (most recent call last):
2021-11-11 21:33:12,474 p=25668 u=rob n=p=25668 u=rob | paramiko [PE2] |   File "/Users/rob/.local/share/virtualenvs/vyos-eveng-b9X2mBdh/lib/python3.9/site-packages/paramiko/transport.py", line 2039, in run
2021-11-11 21:33:12,474 p=25668 u=rob n=p=25668 u=rob | paramiko [PE2] |     self._check_banner()
2021-11-11 21:33:12,494 p=25668 u=rob n=p=25668 u=rob | paramiko [PE2] |   File "/Users/rob/.local/share/virtualenvs/vyos-eveng-b9X2mBdh/lib/python3.9/site-packages/paramiko/transport.py", line 2215, in _check_banner
2021-11-11 21:33:12,495 p=25668 u=rob n=p=25668 u=rob | paramiko [PE2] |     raise SSHException(
2021-11-11 21:33:12,496 p=25668 u=rob n=p=25668 u=rob | paramiko [PE2] | paramiko.ssh_exception.SSHException: Error reading SSH protocol banner
2021-11-11 21:33:12,496 p=25668 u=rob n=p=25668 u=rob | paramiko [PE2] | 
2021-11-11 21:33:14,476 p=25667 u=rob n=p=25667 u=rob | paramiko [PE1] | Connected (version 2.0, client OpenSSH_7.9p1)
